SCORE_CUSTOMER_XID;TRN_DT;TRN_AMT;SIC_CD;NUM_POS;NUM_REASON
5335169886618997;2024-06-12T06:39:01.000000;3.66;8503;01;000
5335167264322574;2024-06-21T21:27:26.000000;54.92;0474;10;000
5335169400468609;2024-04-25T09:28:32.000000;228.41;5419;01;000
5335169714732749;2024-05-05T10:24:52.000000;231.11;4653;07;000
5335167623294509;2024-07-11T11:22:07.000000;134.91;9677;90;000
5335164044726214;2024-06-29T04:02:53.000000;197.96;9633;07;002
5335162434211281;2024-04-10T21:38:46.000000;83.18;7296;81;000
5335163901246906;2024-06-03T22:15:32.000000;89.46;2629;81;000
5335167485608721;2024-07-15T19:58:39.000000;12.15;2702;01;000
5335164589399754;2024-04-20T08:51:24.000000;218.97;4312;01;000
5335165880056392;2024-04-25T19:26:33.000000;105.73;3359;01;000
5335161416292855;2024-07-29T22:26:56.000000;79.18;0914;90;000
5335169468530496;2024-06-12T02:28:43.000000;128.62;0385;01;000
5335160365758024;2024-04-06T09:31:01.000000;139.0;0228;90;000
5335165365366908;2024-04-06T02:30:33.000000;131.22;5585;07;017
5335164265945519;2024-04-30T22:23:05.000000;75.28;0688;01;000
5335169643033928;2024-05-20T10:32:01.000000;219.47;8612;01;000
5335162212170384;2024-05-14T12:58:20.000000;199.16;7744;90;000
5335167605665982;2024-06-01T23:43:31.000000;269.21;8647;90;000
5335164519308271;2024-04-18T18:36:24.000000;34.42;5349;81;000
5335161180600447;2024-06-03T21:42:27.000000;193.23;9256;81;655
5335166656609577;2024-07-15T17:05:00.000000;91.85;0033;05;000
5335166984593351;2024-07-22T11:31:38.000000;61.49;3012;90;435
5335165773756922;2024-05-30T06:06:55.000000;230.6;7618;01;000
5335164109277264;2024-07-19T00:58:54.000000;41.6;1550;81;000
5335169200221195;2024-04-18T19:26:40.000000;87.95;0428;90;000
5335164400548013;2024-05-31T05:43:12.000000;266.09;8904;90;000
5335161129646771;2024-06-27T01:06:06.000000;254.65;9160;81;000
5335162623716888;2024-04-13T14:31:12.000000;256.16;5262;01;000
5335162815024881;2024-06-13T13:28:05.000000;251.06;0482;10;000
5335160878584625;2024-05-09T11:58:39.000000;219.3;5158;01;000
5335165292580219;2024-07-14T18:08:19.000000;231.88;9878;05;422
5335163038288019;2024-05-02T01:17:03.000000;158.93;2874;05;000
5335162113698882;2024-04-12T22:24:22.000000;110.46;5220;01;631
5335161213688134;2024-04-18T13:24:59.000000;278.56;9897;90;000
5335168249185751;2024-04-22T13:32:15.000000;153.36;8684;01;459
5335163888250005;2024-05-02T19:49:48.000000;1.39;9829;81;000
5335165911196114;2024-06-28T13:52:52.000000;109.22;4952;10;000
5335161462269326;2024-07-10T21:23:09.000000;172.67;2858;10;000
5335162584974578;2024-06-09T11:20:45.000000;16.06;4253;10;000
5335166195937737;2024-06-29T19:51:53.000000;108.93;6546;05;000
5335165008421347;2024-06-05T10:50:02.000000;229.05;1289;07;000
5335167677964952;2024-07-01T01:19:48.000000;92.63;2757;10;402
5335160440460522;2024-05-22T11:56:12.000000;157.21;5188;05;000
5335165806284093;2024-05-15T23:29:04.000000;119.48;7221;01;000
5335168969422792;2024-06-01T13:56:11.000000;265.86;5851;90;000
5335165122763831;2024-04-16T21:27:54.000000;70.11;5433;01;000
5335160167031207;2024-07-09T00:56:55.000000;115.38;7106;90;000
5335164098455337;2024-05-17T04:23:51.000000;230.15;6570;07;000
5335161717675460;2024-04-09T19:11:49.000000;198.57;9608;10;000
5335163227346745;2024-04-28T12:54:22.000000;86.48;3263;81;000
5335168520903887;2024-06-09T05:02:32.000000;1.86;6977;10;000
5335166090455792;2024-04-19T02:10:20.000000;81.46;3363;05;000
5335169205818126;2024-05-26T21:40:38.000000;91.12;5171;81;000
5335166411323974;2024-07-28T00:50:26.000000;121.28;6454;07;000
5335161975279305;2024-07-03T16:21:51.000000;178.95;8092;07;000
5335169844155723;2024-06-12T05:07:18.000000;140.67;4655;07;000
5335162503956266;2024-07-20T14:39:28.000000;139.74;8578;07;000
5335164590132495;2024-06-08T11:28:13.000000;53.65;9374;05;000
5335164843348440;2024-07-03T15:28:22.000000;242.15;0298;10;643
5335169950208713;2024-07-20T15:40:40.000000;95.74;0491;81;000
5335169759239114;2024-07-04T07:20:28.000000;171.52;0106;90;000
5335166640640767;2024-07-21T12:16:35.000000;140.59;9266;10;000
5335162772667449;2024-06-02T17:34:22.000000;98.98;1429;81;976
5335168080784654;2024-06-20T16:10:35.000000;238.26;7825;05;000
5335164478688283;2024-06-27T18:19:29.000000;122.01;3321;05;000
5335167442468491;2024-04-20T21:35:56.000000;94.86;0169;01;000
5335160932837932;2024-07-29T02:28:13.000000;65.71;6280;01;000
5335160638013222;2024-05-20T19:39:24.000000;160.14;4360;05;633
5335161716677666;2024-04-09T20:27:32.000000;120.25;1603;81;000
5335165325157225;2024-06-28T19:56:03.000000;222.04;3974;81;000
5335162128395452;2024-04-23T22:29:21.000000;164.48;4509;10;000
5335165076284350;2024-07-08T10:23:11.000000;208.46;1499;81;000
5335169587050153;2024-06-02T04:12:37.000000;157.78;7710;07;000
5335163870486407;2024-05-22T06:34:11.000000;23.77;5506;81;105
5335165544188037;2024-04-27T04:31:39.000000;77.57;7637;90;773
5335168013012554;2024-07-22T10:30:48.000000;215.15;2812;81;000
5335161205288555;2024-07-02T15:27:16.000000;57.96;7135;07;000
5335167745646795;2024-07-08T16:30:00.000000;25.48;4994;01;000
5335165044220725;2024-06-06T04:32:57.000000;39.2;3571;07;000
5335167103979363;2024-04-02T23:15:19.000000;260.36;8572;01;000
5335165979450657;2024-04-10T11:02:36.000000;235.61;2635;05;000
5335166494775465;2024-06-28T07:22:51.000000;18.39;7838;07;000
5335167967029668;2024-06-24T07:58:51.000000;240.79;7090;10;000
5335169017877361;2024-07-12T03:54:08.000000;36.88;3728;01;366
5335162488273794;2024-04-05T12:16:16.000000;4.54;0926;10;000
5335167667377545;2024-04-08T00:11:43.000000;7.82;0068;01;000
5335167517482669;2024-05-28T10:42:16.000000;35.42;5437;10;000
5335164463740210;2024-06-24T13:29:55.000000;254.9;8706;90;000
5335164877529701;2024-07-18T19:27:51.000000;186.39;6345;07;000
5335168310786201;2024-04-05T16:29:52.000000;219.54;1641;10;000
5335162009799084;2024-04-23T15:24:19.000000;116.05;5063;07;000
5335167744167528;2024-05-31T09:27:07.000000;37.84;7860;10;000
5335169745777094;2024-07-01T23:52:44.000000;197.09;7926;81;344
5335165518785145;2024-04-24T16:28:48.000000;157.51;2654;01;000
5335167844271980;2024-04-25T09:40:51.000000;126.13;0516;90;000
5335163483855594;2024-06-09T08:48:37.000000;238.8;8926;81;000
5335163335872449;2024-04-25T11:25:58.000000;137.98;4441;90;216
5335164702433432;2024-05-18T14:12:53.000000;139.22;2558;90;000
5335160843445633;2024-06-18T03:57:12.000000;98.15;4573;90;000
5335164019791022;2024-04-28T08:36:02.000000;206.66;3323;05;000
5335162501299235;2024-06-27T16:32:34.000000;55.22;3203;90;000
5335161134653773;2024-05-05T15:38:41.000000;38.6;5456;01;000
5335164706023181;2024-06-17T15:45:34.000000;251.51;1254;05;000
5335166565244645;2024-06-16T03:18:03.000000;124.03;1548;90;000
5335164659165888;2024-07-27T13:04:00.000000;236.19;2518;01;000
5335166404668140;2024-07-10T08:16:02.000000;255.15;1515;07;000
5335164001343089;2024-07-19T03:52:07.000000;161.23;0641;90;624
5335163077690118;2024-06-21T05:26:24.000000;90.73;3142;81;000
5335161966403967;2024-05-11T09:38:19.000000;139.29;2074;90;000
5335162257560741;2024-04-02T06:37:32.000000;172.55;0982;10;000
5335165109364283;2024-07-16T09:41:21.000000;90.61;1338;07;000
5335160574690249;2024-06-17T04:16:26.000000;31.06;1172;05;000
5335162363700680;2024-06-02T19:16:53.000000;178.46;4530;01;000
5335163366679725;2024-05-02T09:19:25.000000;249.85;2143;81;000
5335166534494884;2024-06-22T08:59:26.000000;15.47;6075;07;000
5335162729472382;2024-06-14T02:18:29.000000;74.94;2059;07;000
5335161757509626;2024-05-13T23:59:43.000000;157.19;7139;10;000
5335168884906952;2024-04-07T00:58:36.000000;215.61;5128;81;146
5335165240694404;2024-06-17T19:07:44.000000;115.26;4143;10;767
5335168638423717;2024-06-26T15:53:52.000000;170.62;5266;07;000
5335165145326191;2024-07-23T11:16:20.000000;80.96;6553;90;000
5335164602803069;2024-06-15T01:47:22.000000;72.18;7315;05;000
5335161734847576;2024-05-13T07:37:41.000000;112.13;2913;81;000
5335164259885777;2024-07-21T08:58:43.000000;157.66;7717;01;000
5335161499929035;2024-05-04T14:08:14.000000;249.36;5404;81;872
5335167456144282;2024-05-25T01:41:35.000000;88.53;4880;90;000
5335164720644831;2024-07-05T06:01:40.000000;231.52;1300;90;000
5335165758668160;2024-05-18T05:38:02.000000;32.84;0858;07;000
5335169477120463;2024-07-19T22:11:49.000000;213.16;3387;01;000
5335162729663890;2024-04-27T07:21:55.000000;183.01;1676;81;000
5335164552756821;2024-06-01T00:07:40.000000;59.24;7602;90;000
5335162137338788;2024-05-11T05:24:28.000000;232.41;2181;90;000
5335163937123063;2024-04-29T03:43:11.000000;243.43;0921;10;000
5335160696955996;2024-06-11T09:41:16.000000;217.16;7560;07;751
5335163884624173;2024-07-08T08:11:23.000000;199.75;0634;05;000
5335166523092636;2024-05-26T00:32:46.000000;40.37;7062;10;000
5335161044901696;2024-06-27T05:26:27.000000;123.32;3656;10;000
5335162259115068;2024-07-24T14:12:59.000000;75.97;4971;07;000
5335166146770622;2024-05-28T08:48:18.000000;124.97;0240;81;000
5335166391825652;2024-05-27T19:11:18.000000;30.97;5954;05;000
5335166104980889;2024-07-17T20:16:14.000000;94.06;0275;10;000
5335165639309183;2024-07-27T21:20:45.000000;18.45;9717;81;000
5335162919441683;2024-05-28T16:14:43.000000;215.35;8508;07;000
5335166582669133;2024-06-28T07:09:32.000000;51.31;2748;81;630
5335161219859820;2024-07-24T22:52:09.000000;44.51;3351;90;000
5335169124682603;2024-04-09T10:51:32.000000;82.66;8142;10;000
5335169915361650;2024-05-26T12:47:51.000000;212.33;6408;05;000
5335167368475151;2024-04-27T03:08:02.000000;271.97;8155;90;000
5335167114994259;2024-05-06T01:59:59.000000;250.24;3492;90;220
5335161820853785;2024-07-26T22:34:52.000000;173.8;7182;81;000
5335169280478904;2024-06-08T07:58:05.000000;227.13;8309;05;000
5335164186936024;2024-06-16T19:53:04.000000;226.66;2542;90;000
5335168107228536;2024-05-23T13:10:29.000000;79.44;1969;05;000
5335166265292060;2024-07-13T04:50:37.000000;24.14;8972;01;045
5335169620690698;2024-08-01T00:38:09.000000;52.54;6741;10;000
5335166521449302;2024-05-07T10:56:17.000000;264.98;7098;10;000
5335168839579214;2024-04-06T22:38:28.000000;210.65;6905;05;000
5335162532296571;2024-06-13T13:12:39.000000;145.65;7533;10;000
5335162319410324;2024-04-11T13:31:18.000000;116.46;5004;01;000
5335164795182404;2024-06-10T17:59:33.000000;178.64;1198;90;000
5335162284102808;2024-07-26T17:11:51.000000;108.8;9787;01;000
5335163006019927;2024-06-30T07:18:28.000000;232.78;5821;05;000
5335161318609599;2024-04-07T02:50:15.000000;216.94;0194;81;121
5335163850906740;2024-07-28T05:01:19.000000;8.12;4369;90;000
5335168325078023;2024-07-31T08:25:20.000000;12.84;7399;81;004
5335167233772859;2024-07-11T08:21:10.000000;112.99;0116;07;000
5335169853605672;2024-06-27T02:28:48.000000;164.55;1971;07;000
5335164787787596;2024-05-06T01:50:08.000000;74.46;3636;01;052
5335161741072812;2024-06-29T19:32:56.000000;95.79;1622;81;723
5335163961995437;2024-06-22T08:27:17.000000;1.59;9812;90;000
5335164099594835;2024-05-12T13:34:31.000000;72.62;9317;81;000
5335164815432829;2024-07-19T05:48:18.000000;26.89;3499;05;000
5335167797886879;2024-05-15T01:44:39.000000;156.91;1684;10;000
5335168967766709;2024-05-30T12:32:18.000000;265.77;3251;01;288
5335161231580939;2024-05-15T11:58:11.000000;68.57;7525;10;000
5335160643410998;2024-04-11T02:16:30.000000;61.3;2081;05;000
5335164672316624;2024-05-18T13:49:47.000000;121.37;1003;10;000
5335160994089197;2024-07-01T08:34:33.000000;148.74;3628;07;000
5335169839097358;2024-04-09T16:03:15.000000;43.64;6801;81;000
5335168971878166;2024-05-16T09:17:43.000000;34.8;3853;10;000
5335168724230384;2024-07-18T19:01:43.000000;151.83;6178;10;000
5335161364157264;2024-05-28T15:36:01.000000;51.85;6003;90;000
5335160956969784;2024-05-04T13:59:17.000000;199.68;6577;05;000
5335162325004063;2024-06-12T04:21:20.000000;236.32;5249;81;000
5335168649517292;2024-04-15T18:29:10.000000;120.9;6451;90;429
5335168574379872;2024-07-30T16:20:33.000000;87.64;8104;05;758
5335160677347627;2024-07-16T20:36:32.000000;204.15;1907;81;000
5335166287738947;2024-04-12T05:08:56.000000;141.25;3183;07;625
5335166136154846;2024-04-24T06:04:56.000000;109.17;3282;05;000
5335163587810068;2024-05-30T15:34:50.000000;145.73;4879;10;000
5335165278651268;2024-05-18T02:43:40.000000;224.66;2703;07;000
5335162075880518;2024-05-28T03:46:34.000000;220.87;8051;10;000
5335166279462636;2024-07-30T02:29:32.000000;168.02;8940;90;000
5335168530679240;2024-06-06T21:48:34.000000;130.37;5030;10;000
5335166048988595;2024-04-09T18:26:55.000000;20.53;4229;81;000
5335162589162982;2024-05-07T11:10:04.000000;232.92;1798;90;084
5335164738371859;2024-07-05T08:49:42.000000;267.8;7711;10;000
5335162041707102;2024-04-20T09:28:08.000000;41.58;9673;07;000
5335163604026333;2024-06-08T01:20:01.000000;269.29;2987;90;272
5335168330513131;2024-04-04T21:46:32.000000;238.12;9485;07;999
5335167931507754;2024-07-13T00:52:50.000000;243.37;1333;07;000
5335165996496679;2024-07-10T21:20:06.000000;138.7;2665;05;000
5335162704574150;2024-07-25T08:28:13.000000;151.32;1959;10;833
5335168146138599;2024-07-05T13:31:35.000000;135.83;1463;05;000
5335168680527135;2024-07-30T03:38:30.000000;19.62;0687;10;294
5335165291931673;2024-05-08T21:27:47.000000;118.34;6655;90;158
5335165712687683;2024-04-19T14:27:04.000000;192.39;1637;07;608
5335162158919619;2024-07-22T01:21:39.000000;21.92;6951;05;768
5335168846985522;2024-06-04T12:40:52.000000;91.98;0419;07;000
5335164327408264;2024-07-11T21:06:22.000000;218.08;5170;07;000
5335160301564923;2024-07-18T16:15:59.000000;67.99;8483;10;326
5335161305802934;2024-06-22T05:34:25.000000;87.89;1018;07;146
5335162596709684;2024-04-16T19:30:15.000000;204.38;8940;07;000
5335165349138895;2024-06-18T10:43:10.000000;18.19;4986;10;000
5335164300476192;2024-07-08T17:59:42.000000;250.12;5203;10;000
5335167864837177;2024-06-08T04:55:35.000000;51.41;2027;05;000
5335165623076339;2024-07-13T23:17:48.000000;269.31;3001;07;000
5335161340676864;2024-06-19T05:51:53.000000;36.09;5103;01;000
5335168106486325;2024-04-14T00:41:17.000000;171.52;7465;10;000
5335166348445539;2024-05-01T09:28:19.000000;216.88;9247;05;000
5335161701916679;2024-07-18T02:29:47.000000;189.54;6315;05;000
5335165017077395;2024-04-17T06:37:08.000000;108.56;5067;81;000
5335161819508736;2024-06-18T12:50:01.000000;160.61;5797;10;000
5335165183881588;2024-06-09T16:55:53.000000;43.13;0229;07;000
5335165948458380;2024-07-31T03:33:13.000000;48.21;1691;05;036
5335163656916907;2024-05-30T11:35:29.000000;171.86;1937;81;000
5335163274067940;2024-04-30T22:04:31.000000;208.9;0045;81;000
5335163189350610;2024-06-29T05:09:36.000000;214.27;8104;10;000
5335163822432054;2024-06-27T17:53:50.000000;4.3;2985;10;000
5335169848115286;2024-06-20T14:20:59.000000;23.58;8729;01;000
5335165088568505;2024-06-20T15:59:41.000000;114.78;3499;01;000
5335161942746922;2024-04-04T22:55:17.000000;109.36;6994;90;094
5335169788792316;2024-04-23T18:55:06.000000;177.68;5132;01;000
5335163705233619;2024-05-04T23:53:57.000000;70.1;3378;01;000
5335160230474878;2024-07-03T11:39:44.000000;197.68;6642;81;000
5335162487804104;2024-05-15T00:59:00.000000;200.69;0471;07;000
5335169708412166;2024-07-04T12:35:28.000000;230.76;7553;90;000
5335160623001697;2024-05-17T00:35:39.000000;27.73;2661;90;000
5335161317067859;2024-04-30T13:54:30.000000;108.99;8134;90;000
5335164200706294;2024-07-01T21:06:50.000000;16.19;7044;07;304
5335164728168726;2024-04-05T16:16:36.000000;262.19;5108;10;000
5335166745555692;2024-06-26T21:32:22.000000;90.44;5819;90;000
5335165665034405;2024-05-24T15:28:04.000000;40.07;9553;81;000
5335163127263408;2024-07-05T19:12:19.000000;79.2;1698;81;000
5335168299359544;2024-04-08T11:14:58.000000;97.0;9743;07;000
5335161924361819;2024-07-24T05:43:10.000000;67.86;2147;01;000
5335162478042658;2024-06-12T04:32:37.000000;236.17;1734;01;462
5335160602594727;2024-04-27T05:26:31.000000;265.35;4880;07;000
5335161792979116;2024-05-14T16:30:23.000000;69.89;1202;90;000
5335167475821113;2024-07-28T07:04:50.000000;35.7;3888;10;002
5335167923338505;2024-07-02T04:19:38.000000;68.37;0114;10;097
5335163418866446;2024-04-20T07:46:08.000000;189.46;4142;90;000
5335163044703310;2024-07-17T11:03:34.000000;141.11;9152;81;000
5335169078192625;2024-04-06T00:32:53.000000;151.11;5049;07;000
5335166844382125;2024-07-08T03:32:03.000000;73.33;2302;01;000
5335163802009094;2024-04-19T21:55:28.000000;230.04;4606;01;000
5335167180174985;2024-05-04T17:23:06.000000;273.45;9990;05;000
5335161837314700;2024-05-16T01:35:06.000000;180.48;7299;81;000
5335162433016637;2024-06-01T21:20:40.000000;134.63;3560;01;000
5335164259998643;2024-06-29T15:27:38.000000;52.4;4033;01;000
5335165287901557;2024-05-26T02:40:36.000000;146.91;0142;01;000
5335166352227059;2024-07-22T18:33:10.000000;226.29;1153;81;000
5335162978462072;2024-05-31T08:03:13.000000;118.33;4909;05;000
5335167377496411;2024-04-07T21:31:31.000000;67.92;9270;81;000
5335166447396969;2024-04-04T00:12:57.000000;249.57;1269;05;000
5335167257441387;2024-07-10T10:06:17.000000;250.3;7544;07;000
5335167700492998;2024-06-25T04:11:07.000000;198.07;4764;81;000
5335161352452817;2024-06-03T06:30:16.000000;76.56;8313;81;000
5335167737068380;2024-04-13T03:54:31.000000;240.6;9134;07;000
5335167089003433;2024-07-05T08:21:24.000000;251.89;3968;07;000
5335168489443613;2024-05-28T10:12:35.000000;150.92;5814;01;000
5335169223520562;2024-04-06T21:48:16.000000;57.62;3639;10;328
5335165503164990;2024-05-20T00:11:04.000000;3.57;9484;10;204
5335166960047885;2024-05-28T13:13:50.000000;90.31;8672;10;000
5335161271295789;2024-07-05T15:52:36.000000;154.22;7786;81;000
5335163752759677;2024-07-03T17:41:32.000000;228.55;4476;01;000
5335166697387177;2024-04-29T22:14:34.000000;22.25;5873;81;819
5335169365743418;2024-04-11T06:25:08.000000;7.43;7399;90;000
5335160093735553;2024-06-13T23:33:49.000000;103.74;4034;10;000
5335164300303846;2024-05-07T23:44:56.000000;37.95;4311;10;000
5335165861860297;2024-05-31T21:00:58.000000;58.54;3884;90;000
5335164774292964;2024-05-30T06:07:39.000000;80.06;1350;10;000
5335166469821538;2024-05-31T16:31:38.000000;58.94;5512;10;741
5335165519964581;2024-07-14T07:36:09.000000;260.16;8406;07;000
5335162226692752;2024-04-23T05:30:46.000000;177.88;4677;81;000
5335162228119967;2024-07-06T10:22:33.000000;141.22;7448;05;000
5335161833257209;2024-05-29T03:56:55.000000;115.22;6175;01;000
5335169402577877;2024-07-18T14:26:30.000000;95.05;4877;90;000
5335164697237995;2024-06-24T13:08:00.000000;166.1;3445;10;000
5335168138509618;2024-07-10T20:43:54.000000;104.0;4737;07;000
5335165557732377;2024-07-25T18:09:19.000000;94.42;8650;05;000
5335163665528912;2024-06-21T08:24:42.000000;248.16;3569;81;000
5335162426440287;2024-07-06T13:12:11.000000;120.69;0489;10;000
